mpg,cyl,disp,power,weight,acce,model,mpg_norm,disp_norm,power_norm,weight_norm,acce_norm,kpl
22.5,6,232.0,90.0,3085,17.6,76,0.35904255319148937,0.42377260981912146,0.2391304347826087,0.41735185710235323,0.5714285714285715,9.57
29.0,4,85.0,52.0,2035,22.2,76,0.5319148936170213,0.043927648578811374,0.03260869565217389,0.11964842642472362,0.8452380952380952,12.33
24.5,4,98.0,60.0,2164,22.1,76,0.4122340425531914,0.07751937984496121,0.07608695652173914,0.1562234193365466,0.8392857142857143,10.42
29.0,4,90.0,70.0,1937,14.2,76,0.5319148936170213,0.056847545219638224,0.13043478260869562,0.09186277289481148,0.36904761904761896,12.33
33.0,4,91.0,53.0,1795,17.4,76,0.6382978723404255,0.05943152454780362,0.03804347826086957,0.05160192798412244,0.5595238095238094,14.03
20.0,6,225.0,100.0,3651,17.7,76,0.29255319148936165,0.40568475452196384,0.2934782608695652,0.5778281825914374,0.5773809523809522,8.5
18.0,6,250.0,78.0,3574,21.0,76,0.2393617021276596,0.4702842377260982,0.17391304347826086,0.5559965976750779,0.7738095238095238,7.65
18.5,6,250.0,110.0,3645,16.2,76,0.25265957446808507,0.4702842377260982,0.34782608695652173,0.5761270201304224,0.488095238095238,7.87
17.5,6,258.0,95.0,3193,17.8,76,0.22606382978723402,0.49095607235142125,0.2663043478260869,0.4479727814006238,0.5833333333333334,7.44
29.5,4,97.0,71.0,1825,12.2,76,0.5452127659574467,0.07493540051679587,0.1358695652173913,0.06010774028919763,0.2499999999999999,12.54
32.0,4,85.0,70.0,1990,17.0,76,0.6117021276595744,0.043927648578811374,0.13043478260869562,0.10688970796711084,0.5357142857142857,13.6
28.0,4,97.0,75.0,2155,16.4,76,0.5053191489361701,0.07493540051679587,0.1576086956521739,0.15367167564502415,0.4999999999999999,11.9
26.5,4,140.0,72.0,2565,13.6,76,0.46542553191489355,0.18604651162790697,0.14130434782608692,0.2699177771477176,0.33333333333333326,11.27
20.0,4,130.0,102.0,3150,15.7,76,0.29255319148936165,0.16020671834625322,0.30434782608695654,0.43578111709668277,0.45833333333333326,8.5
13.0,8,318.0,150.0,3940,13.2,76,0.10638297872340427,0.6459948320413437,0.5652173913043478,0.6597675077969946,0.3095238095238094,5.53
19.0,4,120.0,88.0,3270,21.9,76,0.26595744680851063,0.13436692506459946,0.2282608695652174,0.4698043663169833,0.8273809523809522,8.08
19.0,6,156.0,108.0,2930,15.5,76,0.26595744680851063,0.22739018087855295,0.3369565217391304,0.37340516019279846,0.4464285714285714,8.08
16.5,6,168.0,120.0,3820,16.7,76,0.19946808510638295,0.25839793281653745,0.40217391304347827,0.625744258576694,0.5178571428571428,7.01
16.5,8,350.0,180.0,4380,12.1,76,0.19946808510638295,0.7286821705426357,0.7282608695652174,0.7845194216047632,0.24404761904761896,7.01
13.0,8,350.0,145.0,4055,12.0,76,0.10638297872340427,0.7286821705426357,0.5380434782608695,0.692373121633116,0.23809523809523803,5.53
13.0,8,302.0,130.0,3870,15.0,76,0.10638297872340427,0.6046511627906976,0.4565217391304348,0.6399206124184861,0.41666666666666663,5.53
13.0,8,318.0,150.0,3755,14.0,76,0.10638297872340427,0.6459948320413437,0.5652173913043478,0.6073149985823646,0.3571428571428571,5.53
31.5,4,98.0,68.0,2045,18.5,77,0.5984042553191489,0.07751937984496121,0.11956521739130432,0.12248369719308194,0.6249999999999999,13.39
30.0,4,111.0,80.0,2155,14.8,77,0.5585106382978723,0.1111111111111111,0.18478260869565216,0.15367167564502415,0.40476190476190477,12.75
36.0,4,79.0,58.0,1825,18.6,77,0.7180851063829787,0.028423772609819126,0.06521739130434784,0.06010774028919763,0.630952380952381,15.31
25.5,4,122.0,96.0,2300,15.5,77,0.43882978723404253,0.1395348837209302,0.2717391304347826,0.1947831017862206,0.4464285714285714,10.84
33.5,4,85.0,70.0,1945,16.8,77,0.651595744680851,0.043927648578811374,0.13043478260869562,0.09413098950949816,0.5238095238095238,14.24
17.5,8,305.0,145.0,3880,12.5,77,0.22606382978723402,0.6124031007751938,0.5380434782608695,0.6427558831868444,0.2678571428571428,7.44
17.0,8,260.0,110.0,4060,19.0,77,0.2127659574468085,0.49612403100775193,0.34782608695652173,0.6937907570172951,0.6547619047619048,7.23
15.5,8,318.0,145.0,4140,13.7,77,0.17287234042553193,0.6459948320413437,0.5380434782608695,0.7164729231641621,0.3392857142857142,6.59
15.0,8,302.0,130.0,4295,14.9,77,0.15957446808510636,0.6046511627906976,0.4565217391304348,0.7604196200737171,0.4107142857142857,6.38
17.5,6,250.0,110.0,3520,16.4,77,0.22606382978723402,0.4702842377260982,0.34782608695652173,0.5406861355259427,0.4999999999999999,7.44
20.5,6,231.0,105.0,3425,16.9,77,0.3058510638297872,0.4211886304909561,0.32065217391304346,0.5137510632265382,0.5297619047619045,8.72
19.0,6,225.0,100.0,3630,17.7,77,0.26595744680851063,0.40568475452196384,0.2934782608695652,0.5718741139778848,0.5773809523809522,8.08
18.5,6,250.0,98.0,3525,19.0,77,0.25265957446808507,0.4702842377260982,0.28260869565217395,0.542103770910122,0.6547619047619048,7.87
16.0,8,400.0,180.0,4220,11.1,77,0.18617021276595744,0.8578811369509045,0.7282608695652174,0.7391550893110291,0.18452380952380953,6.8
15.5,8,350.0,170.0,4165,11.4,77,0.17287234042553193,0.7286821705426357,0.6739130434782609,0.723561100085058,0.20238095238095244,6.59
15.5,8,400.0,190.0,4325,12.2,77,0.17287234042553193,0.8578811369509045,0.7826086956521738,0.7689254323787921,0.2499999999999999,6.59
16.0,8,351.0,149.0,4335,14.5,77,0.18617021276595744,0.7312661498708011,0.5597826086956521,0.7717607031471506,0.38690476190476186,6.8
29.0,4,97.0,78.0,1940,14.5,77,0.5319148936170213,0.07493540051679587,0.17391304347826086,0.092713354125319,0.38690476190476186,12.33
24.5,4,151.0,88.0,2740,16.0,77,0.4122340425531914,0.21447028423772607,0.2282608695652174,0.3195350155939892,0.47619047619047616,10.42
26.0,4,97.0,75.0,2265,18.2,77,0.4521276595744681,0.07493540051679587,0.1576086956521739,0.18485965409696625,0.6071428571428571,11.05
25.5,4,140.0,89.0,2755,15.8,77,0.43882978723404253,0.18604651162790697,0.23369565217391303,0.3237879217465268,0.4642857142857143,10.84
30.5,4,98.0,63.0,2051,17.0,77,0.5718085106382979,0.07751937984496121,0.09239130434782605,0.12418485965409698,0.5357142857142857,12.97
33.5,4,98.0,83.0,2075,15.9,77,0.651595744680851,0.07751937984496121,0.20108695652173914,0.13098950949815713,0.47023809523809523,14.24
30.0,4,97.0,67.0,1985,16.4,77,0.5585106382978723,0.07493540051679587,0.1141304347826087,0.10547207258293168,0.4999999999999999,12.75
30.5,4,97.0,78.0,2190,14.1,77,0.5718085106382979,0.07493540051679587,0.17391304347826086,0.1635951233342784,0.363095238095238,12.97
22.0,6,146.0,97.0,2815,14.5,77,0.3457446808510638,0.20155038759689925,0.27717391304347827,0.3407995463566771,0.38690476190476186,9.35
21.5,4,121.0,110.0,2600,12.8,77,0.33244680851063824,0.13695090439276486,0.34782608695652173,0.27984122483697194,0.2857142857142857,9.14
21.5,3,80.0,110.0,2720,13.5,77,0.33244680851063824,0.031007751937984496,0.34782608695652173,0.31386447405727247,0.32738095238095233,9.14
43.1,4,90.0,48.0,1985,21.5,78,0.9069148936170214,0.056847545219638224,0.010869565217391297,0.10547207258293168,0.8035714285714285,18.32
36.1,4,98.0,66.0,1800,14.4,78,0.7207446808510638,0.07751937984496121,0.10869565217391303,0.053019563368301714,0.38095238095238093,15.35
32.8,4,78.0,52.0,1985,19.4,78,0.6329787234042552,0.025839793281653728,0.03260869565217389,0.10547207258293168,0.6785714285714285,13.94
39.4,4,85.0,70.0,2070,18.6,78,0.8085106382978723,0.043927648578811374,0.13043478260869562,0.12957187411397786,0.630952380952381,16.75
36.1,4,91.0,60.0,1800,16.4,78,0.7207446808510638,0.05943152454780362,0.07608695652173914,0.053019563368301714,0.4999999999999999,15.35
19.9,8,260.0,110.0,3365,15.5,78,0.2898936170212765,0.49612403100775193,0.34782608695652173,0.4967394386163879,0.4464285714285714,8.46
19.4,8,318.0,140.0,3735,13.2,78,0.276595744680851,0.6459948320413437,0.5108695652173912,0.601644457045648,0.3095238095238094,8.25
20.2,8,302.0,139.0,3570,12.8,78,0.2978723404255319,0.6046511627906976,0.5054347826086957,0.5548624893677346,0.2857142857142857,8.59
19.2,6,231.0,105.0,3535,19.2,78,0.27127659574468077,0.4211886304909561,0.32065217391304346,0.5449390416784804,0.6666666666666666,8.16
20.5,6,200.0,95.0,3155,18.2,78,0.3058510638297872,0.3410852713178295,0.2663043478260869,0.43719875248086193,0.6071428571428571,8.72
20.2,6,200.0,85.0,2965,15.8,78,0.2978723404255319,0.3410852713178295,0.21195652173913043,0.3833286078820527,0.4642857142857143,8.59
25.1,4,140.0,88.0,2720,15.4,78,0.42819148936170215,0.18604651162790697,0.2282608695652174,0.31386447405727247,0.44047619047619047,10.67
20.5,6,225.0,100.0,3430,17.2,78,0.3058510638297872,0.40568475452196384,0.2934782608695652,0.5151686986107173,0.5476190476190476,8.72
19.4,6,232.0,90.0,3210,17.2,78,0.276595744680851,0.42377260981912146,0.2391304347826087,0.45279274170683304,0.5476190476190476,8.25
20.6,6,231.0,105.0,3380,15.8,78,0.3085106382978724,0.4211886304909561,0.32065217391304346,0.5009923447689254,0.4642857142857143,8.76
20.8,6,200.0,85.0,3070,16.7,78,0.31382978723404253,0.3410852713178295,0.21195652173913043,0.41309895094981575,0.5178571428571428,8.84
18.6,6,225.0,110.0,3620,18.7,78,0.25531914893617025,0.40568475452196384,0.34782608695652173,0.5690388432095265,0.6369047619047618,7.91
18.1,6,258.0,120.0,3410,15.1,78,0.2420212765957447,0.49095607235142125,0.40217391304347827,0.5094981570740006,0.42261904761904756,7.7
19.2,8,305.0,145.0,3425,13.2,78,0.27127659574468077,0.6124031007751938,0.5380434782608695,0.5137510632265382,0.3095238095238094,8.16
17.7,6,231.0,165.0,3445,13.4,78,0.23138297872340421,0.4211886304909561,0.6467391304347826,0.5194216047632549,0.3214285714285714,7.53
18.1,8,302.0,139.0,3205,11.2,78,0.2420212765957447,0.6046511627906976,0.5054347826086957,0.4513751063226539,0.19047619047619047,7.7
17.5,8,318.0,140.0,4080,13.7,78,0.22606382978723402,0.6459948320413437,0.5108695652173912,0.699461298554012,0.3392857142857142,7.44
30.0,4,98.0,68.0,2155,16.5,78,0.5585106382978723,0.07751937984496121,0.11956521739130432,0.15367167564502415,0.5059523809523809,12.75
27.5,4,134.0,95.0,2560,14.2,78,0.4920212765957447,0.17054263565891475,0.2663043478260869,0.2685001417635384,0.36904761904761896,11.69
27.2,4,119.0,97.0,2300,14.7,78,0.48404255319148926,0.13178294573643412,0.27717391304347827,0.1947831017862206,0.3988095238095237,11.56
30.9,4,105.0,75.0,2230,14.5,78,0.5824468085106382,0.09560723514211888,0.1576086956521739,0.1749362064077119,0.38690476190476186,13.14
21.1,4,134.0,95.0,2515,14.8,78,0.32180851063829785,0.17054263565891475,0.2663043478260869,0.25574142330592575,0.40476190476190477,8.97
23.2,4,156.0,105.0,2745,16.7,78,0.37765957446808507,0.22739018087855295,0.32065217391304346,0.3209526509781684,0.5178571428571428,9.86
23.8,4,151.0,85.0,2855,17.6,78,0.3936170212765957,0.21447028423772607,0.21195652173913043,0.3521406294301106,0.5714285714285715,10.12
23.9,4,119.0,97.0,2405,14.9,78,0.39627659574468077,0.13178294573643412,0.27717391304347827,0.22455344485398354,0.4107142857142857,10.16
20.3,5,131.0,103.0,2830,15.9,78,0.30053191489361697,0.16279069767441862,0.3097826086956521,0.3450524525092147,0.47023809523809523,8.63
17.0,6,163.0,125.0,3140,13.6,78,0.2127659574468085,0.24547803617571062,0.42934782608695654,0.43294584632832434,0.33333333333333326,7.23
21.6,4,121.0,115.0,2795,15.7,78,0.3351063829787234,0.13695090439276486,0.375,0.33512900481996033,0.45833333333333326,9.18
16.2,6,163.0,133.0,3410,15.8,78,0.19148936170212763,0.24547803617571062,0.47282608695652173,0.5094981570740006,0.4642857142857143,6.89
31.5,4,89.0,71.0,1990,14.9,78,0.5984042553191489,0.054263565891472854,0.1358695652173913,0.10688970796711084,0.4107142857142857,13.39
29.5,4,98.0,68.0,2135,16.6,78,0.5452127659574467,0.07751937984496121,0.11956521739130432,0.1480011341083074,0.511904761904762,12.54
21.5,6,231.0,115.0,3245,15.4,79,0.33244680851063824,0.4211886304909561,0.375,0.4627161893960874,0.44047619047619047,9.14
19.8,6,200.0,85.0,2990,18.2,79,0.2872340425531915,0.3410852713178295,0.21195652173913043,0.3904167848029487,0.6071428571428571,8.42
22.3,4,140.0,88.0,2890,17.3,79,0.3537234042553191,0.18604651162790697,0.2282608695652174,0.36206407711936495,0.5535714285714285,9.48
20.2,6,232.0,90.0,3265,18.2,79,0.2978723404255319,0.42377260981912146,0.2391304347826087,0.46838673093280414,0.6071428571428571,8.59
20.6,6,225.0,110.0,3360,16.6,79,0.3085106382978724,0.40568475452196384,0.34782608695652173,0.49532180323220865,0.511904761904762,8.76
17.0,8,305.0,130.0,3840,15.4,79,0.2127659574468085,0.6124031007751938,0.4565217391304348,0.6314148001134109,0.44047619047619047,7.23
17.6,8,302.0,129.0,3725,13.4,79,0.2287234042553192,0.6046511627906976,0.45108695652173914,0.5988091862772894,0.3214285714285714,7.48
16.5,8,351.0,138.0,3955,13.2,79,0.19946808510638295,0.7312661498708011,0.5,0.6640204139495322,0.3095238095238094,7.01
18.2,8,318.0,135.0,3830,15.2,79,0.24468085106382978,0.6459948320413437,0.48369565217391297,0.6285795293450523,0.4285714285714285,7.74
16.9,8,350.0,155.0,4360,14.9,79,0.21010638297872333,0.7286821705426357,0.592391304347826,0.7788488800680465,0.4107142857142857,7.18
15.5,8,351.0,142.0,4054,14.3,79,0.17287234042553193,0.7312661498708011,0.5217391304347826,0.69208959455628,0.375,6.59
19.2,8,267.0,125.0,3605,15.0,79,0.27127659574468077,0.5142118863049095,0.42934782608695654,0.5647859370569889,0.41666666666666663,8.16
18.5,8,360.0,150.0,3940,13.0,79,0.25265957446808507,0.7545219638242894,0.5652173913043478,0.6597675077969946,0.29761904761904756,7.87
31.9,4,89.0,71.0,1925,14.0,79,0.6090425531914893,0.054263565891472854,0.1358695652173913,0.08846044797278141,0.3571428571428571,13.56
34.1,4,86.0,65.0,1975,15.2,79,0.6675531914893617,0.046511627906976744,0.1032608695652174,0.10263680181457335,0.4285714285714285,14.5
35.7,4,98.0,80.0,1915,14.4,79,0.7101063829787234,0.07751937984496121,0.18478260869565216,0.08562517720442298,0.38095238095238093,15.18
27.4,4,121.0,80.0,2670,15.0,79,0.4893617021276595,0.13695090439276486,0.18478260869565216,0.29968812021548064,0.41666666666666663,11.65
25.4,5,183.0,77.0,3530,20.1,79,0.43617021276595735,0.2971576227390181,0.1684782608695652,0.5435214062943011,0.7202380952380952,10.8
23.0,8,350.0,125.0,3900,17.4,79,0.3723404255319148,0.7286821705426357,0.42934782608695654,0.648426424723561,0.5595238095238094,9.78
27.2,4,141.0,71.0,3190,24.8,79,0.48404255319148926,0.18863049095607237,0.1358695652173913,0.4471222001701163,0.9999999999999999,11.56
23.9,8,260.0,90.0,3420,22.2,79,0.39627659574468077,0.49612403100775193,0.2391304347826087,0.5123334278423589,0.8452380952380952,10.16
34.2,4,105.0,70.0,2200,13.2,79,0.6702127659574468,0.09560723514211888,0.13043478260869562,0.16643039410263682,0.3095238095238094,14.54
34.5,4,105.0,70.0,2150,14.9,79,0.6781914893617021,0.09560723514211888,0.13043478260869562,0.15225404026084488,0.4107142857142857,14.67
31.8,4,85.0,65.0,2020,19.2,79,0.6063829787234042,0.043927648578811374,0.1032608695652174,0.11539552027218603,0.6666666666666666,13.52
37.3,4,91.0,69.0,2130,14.7,79,0.752659574468085,0.05943152454780362,0.125,0.14658349872412813,0.3988095238095237,15.86
28.4,4,151.0,90.0,2670,16.0,79,0.5159574468085105,0.21447028423772607,0.2391304347826087,0.29968812021548064,0.47619047619047616,12.07
28.8,6,173.0,115.0,2595,11.3,79,0.526595744680851,0.2713178294573643,0.375,0.2784235894527928,0.1964285714285715,12.24
26.8,6,173.0,115.0,2700,12.9,79,0.47340425531914887,0.2713178294573643,0.375,0.3081939325205557,0.29166666666666663,11.39
33.5,4,151.0,90.0,2556,13.2,79,0.651595744680851,0.21447028423772607,0.2391304347826087,0.26736603345619503,0.3095238095238094,14.24
41.5,4,98.0,76.0,2144,14.7,80,0.8643617021276596,0.07751937984496121,0.16304347826086957,0.15055287779982984,0.3988095238095237,17.64
38.1,4,89.0,60.0,1968,18.8,80,0.773936170212766,0.054263565891472854,0.07608695652173914,0.10065211227672244,0.6428571428571429,16.2
32.1,4,98.0,70.0,2120,15.5,80,0.6143617021276596,0.07751937984496121,0.13043478260869562,0.1437482279557698,0.4464285714285714,13.65
37.2,4,86.0,65.0,2019,16.4,80,0.75,0.046511627906976744,0.1032608695652174,0.11511199319535015,0.4999999999999999,15.82
28.0,4,151.0,90.0,2678,16.5,80,0.5053191489361701,0.21447028423772607,0.2391304347826087,0.3019563368301673,0.5059523809523809,11.9
26.4,4,140.0,88.0,2870,18.1,80,0.4627659574468085,0.18604651162790697,0.2282608695652174,0.3563935355826482,0.6011904761904762,11.22
24.3,4,151.0,90.0,3003,20.1,80,0.40691489361702127,0.21447028423772607,0.2391304347826087,0.39410263680181457,0.7202380952380952,10.33
19.1,6,225.0,90.0,3381,18.7,80,0.2686170212765957,0.40568475452196384,0.2391304347826087,0.5012758718457613,0.6369047619047618,8.12
34.3,4,97.0,78.0,2188,15.8,80,0.6728723404255318,0.07493540051679587,0.17391304347826086,0.16302806918060675,0.4642857142857143,14.58
29.8,4,134.0,90.0,2711,15.5,80,0.5531914893617021,0.17054263565891475,0.2391304347826087,0.3113127303657499,0.4464285714285714,12.67
31.3,4,120.0,75.0,2542,17.5,80,0.5930851063829787,0.13436692506459946,0.1576086956521739,0.2633966543804933,0.5654761904761904,13.31
37.0,4,119.0,92.0,2434,15.0,80,0.7446808510638298,0.13178294573643412,0.25,0.23277573008222285,0.41666666666666663,15.73
32.2,4,108.0,75.0,2265,15.2,80,0.6170212765957447,0.10335917312661497,0.1576086956521739,0.18485965409696625,0.4285714285714285,13.69
46.6,4,86.0,65.0,2110,17.9,80,1.0000000000000002,0.046511627906976744,0.1032608695652174,0.14091295718741137,0.5892857142857141,19.81
27.9,4,156.0,105.0,2800,14.4,80,0.5026595744680851,0.22739018087855295,0.32065217391304346,0.3365466402041395,0.38095238095238093,11.86
40.8,4,85.0,65.0,2110,19.2,80,0.8457446808510637,0.043927648578811374,0.1032608695652174,0.14091295718741137,0.6666666666666666,17.35
44.3,4,90.0,48.0,2085,21.7,80,0.9388297872340424,0.056847545219638224,0.010869565217391297,0.13382478026651545,0.8154761904761904,18.83
43.4,4,90.0,48.0,2335,23.7,80,0.9148936170212766,0.056847545219638224,0.010869565217391297,0.20470654947547495,0.9345238095238094,18.45
36.4,5,121.0,67.0,2950,19.9,80,0.7287234042553191,0.13695090439276486,0.1141304347826087,0.3790757017295152,0.7083333333333331,15.48
30.0,4,146.0,67.0,3250,21.8,80,0.5585106382978723,0.20155038759689925,0.1141304347826087,0.46413382478026655,0.8214285714285715,12.75
44.6,4,91.0,67.0,1850,13.8,80,0.9468085106382979,0.05943152454780362,0.1141304347826087,0.06719591721009355,0.34523809523809523,18.96
40.9,4,85.0,67.0,1835,17.3,80,0.8484042553191488,0.043927648578811374,0.1141304347826087,0.06294301105755595,0.5535714285714285,17.39
33.8,4,97.0,67.0,2145,18.0,80,0.6595744680851062,0.07493540051679587,0.1141304347826087,0.15083640487666572,0.5952380952380952,14.37
29.8,4,89.0,62.0,1845,15.3,80,0.5531914893617021,0.054263565891472854,0.08695652173913043,0.06577828182591439,0.43452380952380953,12.67
32.7,6,168.0,132.0,2910,11.4,80,0.6303191489361702,0.25839793281653745,0.46739130434782605,0.3677346186560817,0.20238095238095244,13.9
23.7,3,70.0,100.0,2420,12.5,80,0.39095744680851063,0.00516795865633074,0.2934782608695652,0.22880635100652114,0.2678571428571428,10.08
35.0,4,122.0,88.0,2500,15.1,80,0.6914893617021276,0.1395348837209302,0.2282608695652174,0.25148851715338816,0.42261904761904756,14.88
23.6,4,140.0,80.0,2905,14.3,80,0.38829787234042556,0.18604651162790697,0.18478260869565216,0.36631698327190243,0.375,10.03
32.4,4,107.0,72.0,2290,17.0,80,0.6223404255319148,0.10077519379844962,0.14130434782608692,0.19194783101786217,0.5357142857142857,13.77
27.2,4,135.0,84.0,2490,15.7,81,0.48404255319148926,0.1731266149870801,0.20652173913043476,0.24865324638502972,0.45833333333333326,11.56
26.6,4,151.0,84.0,2635,16.4,81,0.46808510638297873,0.21447028423772607,0.20652173913043476,0.2897646725262263,0.4999999999999999,11.31
25.8,4,156.0,92.0,2620,14.4,81,0.44680851063829785,0.22739018087855295,0.25,0.2855117663736887,0.38095238095238093,10.97
23.5,6,173.0,110.0,2725,12.6,81,0.3856382978723404,0.2713178294573643,0.34782608695652173,0.31528210944145163,0.2738095238095237,9.99
30.0,4,135.0,84.0,2385,12.9,81,0.5585106382978723,0.1731266149870801,0.20652173913043476,0.21888290331726679,0.29166666666666663,12.75
39.1,4,79.0,58.0,1755,16.9,81,0.8005319148936171,0.028423772609819126,0.06521739130434784,0.040260844910688987,0.5297619047619045,16.62
39.0,4,86.0,64.0,1875,16.4,81,0.7978723404255318,0.046511627906976744,0.09782608695652173,0.07428409413098946,0.4999999999999999,16.58
35.1,4,81.0,60.0,1760,16.1,81,0.6941489361702128,0.033591731266149866,0.07608695652173914,0.04167848029486815,0.4821428571428572,14.92
32.3,4,97.0,67.0,2065,17.8,81,0.6196808510638296,0.07493540051679587,0.1141304347826087,0.1281542387297987,0.5833333333333334,13.73
37.0,4,85.0,65.0,1975,19.4,81,0.7446808510638298,0.043927648578811374,0.1032608695652174,0.10263680181457335,0.6785714285714285,15.73
37.7,4,89.0,62.0,2050,17.3,81,0.7632978723404257,0.054263565891472854,0.08695652173913043,0.1239013325772611,0.5535714285714285,16.03
34.1,4,91.0,68.0,1985,16.0,81,0.6675531914893617,0.05943152454780362,0.11956521739130432,0.10547207258293168,0.47619047619047616,14.5
34.7,4,105.0,63.0,2215,14.9,81,0.6835106382978724,0.09560723514211888,0.09239130434782605,0.17068330025517442,0.4107142857142857,14.75
34.4,4,98.0,65.0,2045,16.2,81,0.675531914893617,0.07751937984496121,0.1032608695652174,0.12248369719308194,0.488095238095238,14.62
29.9,4,98.0,65.0,2380,20.7,81,0.5558510638297872,0.07751937984496121,0.1032608695652174,0.21746526793308762,0.7559523809523808,12.71
33.0,4,105.0,74.0,2190,14.2,81,0.6382978723404255,0.09560723514211888,0.15217391304347827,0.1635951233342784,0.36904761904761896,14.03
34.5,4,100.0,75.0,2320,15.8,81,0.6781914893617021,0.08268733850129201,0.1576086956521739,0.20045364332293736,0.4642857142857143,14.67
33.7,4,107.0,75.0,2210,14.4,81,0.6569148936170213,0.10077519379844962,0.1576086956521739,0.16926566487099515,0.38095238095238093,14.33
32.4,4,108.0,75.0,2350,16.8,81,0.6223404255319148,0.10335917312661497,0.1576086956521739,0.20895945562801244,0.5238095238095238,13.77
32.9,4,119.0,100.0,2615,14.8,81,0.6356382978723404,0.13178294573643412,0.2934782608695652,0.28409413098950953,0.40476190476190477,13.99
31.6,4,120.0,74.0,2635,18.3,81,0.601063829787234,0.13436692506459946,0.15217391304347827,0.2897646725262263,0.613095238095238,13.43
28.1,4,141.0,80.0,3230,20.4,81,0.5079787234042553,0.18863049095607237,0.18478260869565216,0.4584632832435498,0.738095238095238,11.95
30.7,6,145.0,76.0,3160,19.6,81,0.577127659574468,0.19896640826873385,0.16304347826086957,0.4386163878650411,0.6904761904761906,13.05
25.4,6,168.0,116.0,2900,12.6,81,0.43617021276595735,0.25839793281653745,0.3804347826086957,0.36489934788772327,0.2738095238095237,10.8
24.2,6,146.0,120.0,2930,13.8,81,0.4042553191489361,0.20155038759689925,0.40217391304347827,0.37340516019279846,0.34523809523809523,10.29
22.4,6,231.0,110.0,3415,15.8,81,0.3563829787234042,0.4211886304909561,0.34782608695652173,0.5109157924581798,0.4642857142857143,9.52
26.6,8,350.0,105.0,3725,19.0,81,0.46808510638297873,0.7286821705426357,0.32065217391304346,0.5988091862772894,0.6547619047619048,11.31
20.2,6,200.0,88.0,3060,17.1,81,0.2978723404255319,0.3410852713178295,0.2282608695652174,0.4102636801814573,0.5416666666666666,8.59
17.6,6,225.0,85.0,3465,16.6,81,0.2287234042553192,0.40568475452196384,0.21195652173913043,0.5250921462999717,0.511904761904762,7.48
28.0,4,112.0,88.0,2605,19.6,82,0.5053191489361701,0.1136950904392765,0.2282608695652174,0.2812588602211511,0.6904761904761906,11.9
27.0,4,112.0,88.0,2640,18.6,82,0.4787234042553191,0.1136950904392765,0.2282608695652174,0.29118230791040545,0.630952380952381,11.48
34.0,4,112.0,88.0,2395,18.0,82,0.6648936170212766,0.1136950904392765,0.2282608695652174,0.22171817408562522,0.5952380952380952,14.45
31.0,4,112.0,85.0,2575,16.2,82,0.5851063829787234,0.1136950904392765,0.21195652173913043,0.272753047916076,0.488095238095238,13.18
29.0,4,135.0,84.0,2525,16.0,82,0.5319148936170213,0.1731266149870801,0.20652173913043476,0.2585766940742841,0.47619047619047616,12.33
27.0,4,151.0,90.0,2735,18.0,82,0.4787234042553191,0.21447028423772607,0.2391304347826087,0.31811738020981006,0.5952380952380952,11.48
24.0,4,140.0,92.0,2865,16.4,82,0.39893617021276595,0.18604651162790697,0.25,0.3549759001984689,0.4999999999999999,10.2
23.0,4,151.0,85.0,3035,20.5,82,0.3723404255319148,0.21447028423772607,0.21195652173913043,0.4031755032605614,0.744047619047619,9.78
36.0,4,105.0,74.0,1980,15.3,82,0.7180851063829787,0.09560723514211888,0.15217391304347827,0.10405443719875251,0.43452380952380953,15.31
37.0,4,91.0,68.0,2025,18.2,82,0.7446808510638298,0.05943152454780362,0.11956521739130432,0.11681315565636519,0.6071428571428571,15.73
31.0,4,91.0,68.0,1970,17.6,82,0.5851063829787234,0.05943152454780362,0.11956521739130432,0.10121916643039408,0.5714285714285715,13.18
38.0,4,105.0,63.0,2125,14.7,82,0.7712765957446809,0.09560723514211888,0.09239130434782605,0.14516586333994896,0.3988095238095237,16.16
36.0,4,98.0,70.0,2125,17.3,82,0.7180851063829787,0.07751937984496121,0.13043478260869562,0.14516586333994896,0.5535714285714285,15.31
36.0,4,120.0,88.0,2160,14.5,82,0.7180851063829787,0.13436692506459946,0.2282608695652174,0.15508931102920331,0.38690476190476186,15.31
36.0,4,107.0,75.0,2205,14.5,82,0.7180851063829787,0.10077519379844962,0.1576086956521739,0.16784802948681599,0.38690476190476186,15.31
34.0,4,108.0,70.0,2245,16.9,82,0.6648936170212766,0.10335917312661497,0.13043478260869562,0.1791891125602495,0.5297619047619045,14.45
38.0,4,91.0,67.0,1965,15.0,82,0.7712765957446809,0.05943152454780362,0.1141304347826087,0.09980153104621492,0.41666666666666663,16.16
32.0,4,91.0,67.0,1965,15.7,82,0.6117021276595744,0.05943152454780362,0.1141304347826087,0.09980153104621492,0.45833333333333326,13.6
38.0,4,91.0,67.0,1995,16.2,82,0.7712765957446809,0.05943152454780362,0.1141304347826087,0.10830734335129011,0.488095238095238,16.16
25.0,6,181.0,110.0,2945,16.4,82,0.42553191489361697,0.29198966408268734,0.34782608695652173,0.37765806634533594,0.4999999999999999,10.63
38.0,6,262.0,85.0,3015,17.0,82,0.7712765957446809,0.5012919896640827,0.21195652173913043,0.39750496172384464,0.5357142857142857,16.16
26.0,4,156.0,92.0,2585,14.5,82,0.4521276595744681,0.22739018087855295,0.25,0.27558831868443434,0.38690476190476186,11.05
